id,date,country,rating,rating_count,plot
107,2011,Egypt,4.1,194,"The film revolves around Khaled, who returns to Alexandria after an absence of years in the United States, searching for his girlfriend, and repairing his fractured relationship with his father. But he discovers that his return came late, as his girlfriend is about to travel and his relationship with his father has reached a dead end."
108,1986,Egypt,4.2,167,"The events of the movie revolve in a romantic social context around a young employee who cannot provide for his marriage expenses, so he and his fiancée decide to marry in secret, and after they fail to find a suitable place to meet, they find nothing but the pyramid plateau, but their marriage is exposed by the morality police who arrest them on charges of an indecent act in The public road, and the film sheds light on the problems of young people, and the difficult conditions they face in order to achieve their simplest dreams."
109,2002,Egypt,4,230,"Raafat Rustom is chosen to be a minister by mistake because his name is similar to that of another person, and he succeeds in staying in his position for a long time, during which he suffers from one ugly nightmares after the other, and Raafat asks his office manager Attia to accompany him on vacation on the northern coast to get rid of these nightmares"
110,2004,Egypt,3.7,533,"Bassiouni Abdel Salam Bassiouni, a young police officer, is assigned to uncover a major drug trafficking gang in a private university."
111,2015,Egypt,3.85,314,"A group of siblings are walking the path of crime in an old era among them to leave it one day, but one failed operation explodes the underlying differences between them, so the older brother and the mastermind behind them leave Rida Rizk (Ahmed Ezz), and decide to work in the family workshop and marry the girl he loves The rest are caught in a terrifying deal with a drug dealer, while they are betrayed, and chased by the police."
112,2007,Egypt,3.75,405,"Hatem is a police secretary, who stands behind many manifestations of corruption, crime and bribery. He falls in love with his neighbor Nour, who in turn loves the public prosecutor, Sharif, and Hatem tries to gain Nour's interest even if by force."
113,2001,Egypt,3.9,267,"Nader Saifuddin dreams of becoming a broadcaster, so he applies to work for Al-Haqiqa news channel, but he and his colleague Effat El-Sherbiny are rejected due to not having enough mediation, but they succeed as news editors until they discover a dangerous secret behind one of the dairy factories owned by businessman Riad Ghanem."
114,1956,Egypt,4.2,157,"A rural mother sells her only cow in order to join her son Imam (Shukri Sarhan) to the College of Dar Al Uloom, and when an imam arrives in Cairo, he rents a room in the Citadel area from a bullying woman called Tahiyyat Carioca, who is fascinated by his youth and vitality and lures him into practicing vice with her; As a result of this, he stumbles in his studies and health, at this time a girl who knows her and her father from childhood helps him to get rid of all manifestations of corruption in which he lives, and her father also advises him to stay away from intercessions, except that intercessions intrigue him in an attempt to remain with her."
115,2016,Egypt,3.55,1200,"Omar (Sherif Mounir) returns from abroad to divide his wealth equally between his family of 9 members, but he tells them that his money is cursed and its cursed pursuit of those who get it wherever he goes, and his cousin Imad (Ahmed Al-Sakka) is already convinced of the matter after the victims occurred in a strange way among the family members on Running and trying to unravel the mystery behind that curse."
116,1959,Egypt,4.25,147,"An elevator breaks down with a group of people who do not know each other, including a movie actress, a crazy person, and other people who feel unhappy in life and when they begin to realize that there is little hope that they will come out alive from the elevator they learn and begin to see life in a positive way."
117,1984,Egypt,4.1,179,Fahmy Abdel Hadi is a superior rural student at the Faculty of Law. His dreams are simple and his dealings are dominated by idealism and purity. He collides with the bitter reality when he loses his mother in search of the price of her treatment at a time when he sees his colleagues and those around him spend lavishly and ridicule his poverty and even refuse to help him to treat his mother while he works for their service. Abandoning idealism and taking revenge on all those who let him down while he is poor.
118,2017,Egypt,3.5,2198,"The events go back to Thursday, June 25, 2009, with the news of the death of Michael Jackson, especially one of the sheikhs who was dubbed by everyone as (Jackson) in his school years, but what does a Sheikh and Imam of a mosque relate to the myth of American singing? The most important question is, will he be able to practice his life normally after that, or will his memories and his relationships with those he love bring back with him?"
119,2006,Egypt,3.85,287,"When Mustafa arrives in Ukraine and lives with a number of Egyptians residing there, the crime of kidnapping an Egyptian scientist falls before his eyes, and he gets involved in the mission to rescue him in a country about which nothing is known."
